# token	id	count	
/military/military_conflict/combatants./military/military_combatant_group/combatants	110	490
/education/university/domestic_tuition./measurement_unit/dated_money_value/currency	111	481
/organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency	112	460
/location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency	113	458
/base/popstra/celebrity/canoodled./base/popstra/canoodled/participant	114	453
/film/film/other_crew./film/film_crew_gig/crewmember	115	447
/film/film/story_by	116	439
/people/person/spouse_s./people/marriage/spouse	117	437
/time/event/locations	118	429
/base/popstra/location/vacationers./base/popstra/vacation_choice/vacationer	119	426
/award/ranked_item/appears_in_ranked_lists./award/ranking/list	120	426
/base/marchmadness/ncaa_basketball_tournament/seeds./base/marchmadness/ncaa_tournament_seed/team	121	426
/tv/tv_producer/programs_produced./tv/tv_producer_term/program	122	425
/film/film/film_format	123	421
/sports/sports_team_location/teams	124	419
/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location	125	414
/business/business_operation/industry	126	404
/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics	127	397
/location/administrative_division/country	128	391
/language/human_language/countries_spoken_in	129	379
/film/film/cinematography	130	373
/location/country/form_of_government	131	369
/education/university/local_tuition./measurement_unit/dated_money_value/currency	132	361
/people/person/employment_history./business/employment_tenure/company	133	361
/education/field_of_study/students_majoring./education/education/major_field_of_study	134	361
/tv/tv_network/programs./tv/tv_network_duration/program	135	358
/film/film/distributors./film/film_film_distributor_relationship/film_distribution_medium	136	344
/sports/sports_league_draft/picks./sports/sports_league_draft_pick/school	137	337
/education/field_of_study/students_majoring./education/education/student	138	324
/tv/tv_program/country_of_origin	139	322
/education/educational_degree/people_with_this_degree./education/education/student	140	322
/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/medal	141	320
/base/culturalevent/event/entity_involved	142	316
/base/biblioness/bibs_location/state	143	314
/location/hud_county_place/county	144	313
/tv/tv_program/languages	145	307
/people/person/spouse_s./people/marriage/location_of_ceremony	146	307
/base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club	147	304
/film/film/film_festivals	148	298
/location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division	149	296
/baseball/baseball_team/team_stats./baseball/baseball_team_stats/season	150	287
/tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program	151	286
/film/film/release_date_s./film/film_regional_release_date/film_regional_debut_venue	152	282
/tv/tv_producer/programs_produced./tv/tv_producer_term/producer_type	153	266
/government/politician/government_positions_held./government/government_position_held/legislative_sessions	154	263
/music/group_member/membership./music/group_membership/group	155	260
/celebrities/celebrity/celebrity_friends./celebrities/friendship/friend	156	252
/location/country/official_language	157	248
/film/film/personal_appearances./film/personal_film_appearance/person	158	246
/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_language	159	244
/people/ethnicity/languages_spoken	160	242
/music/artist/contribution./music/recording_contribution/performance_role	161	241
/award/award_category/disciplines_or_subjects	162	240
/celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity	163	236
/base/petbreeds/city_with_dogs/top_breeds./base/petbreeds/dog_city_relationship/dog_breed	164	235
/location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency	165	233
/organization/organization/child./organization/organization_relationship/child	166	231
/film/film/costume_design_by	167	219
/business/business_operation/revenue./measurement_unit/dated_money_value/currency	168	219
/user/ktrueman/default_domain/international_organization/member_states	169	218
/film/film/prequel	170	211
/film/actor/film./film/performance/special_performance_type	171	204
/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to	172	202
/organization/organization/headquarters./location/mailing_address/country	173	201
/film/film/edited_by	174	200
/film/film/runtime./film/film_cut/film_release_region	175	200
/business/business_operation/operating_income./measurement_unit/dated_money_value/currency	176	199
/medicine/symptom/symptom_of	177	197
/location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency	178	194
/medicine/disease/risk_factors	179	194
/sports/sports_team/roster./baseball/baseball_roster_position/position	180	193
/award/hall_of_fame/inductees./award/hall_of_fame_induction/inductee	181	191
/sports/sports_league/teams./sports/sports_league_participation/team	182	191
/base/aareas/schema/administrative_area/administrative_area_type	183	191
/sports/sports_team/roster./basketball/basketball_roster_position/position	184	184
/location/us_county/county_seat	185	184
/film/film/film_production_design_by	186	182
/business/business_operation/assets./measurement_unit/dated_money_value/currency	187	182
/travel/travel_destination/how_to_get_here./travel/transportation/mode_of_transportation	188	182
/award/award_category/category_of	189	181
/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/contact_category	190	179
/film/film/distributors./film/film_film_distributor_relationship/region	191	178
/influence/influence_node/peers./influence/peer_relationship/peers	192	168
/people/deceased_person/place_of_burial	193	166
/base/eating/practicer_of_diet/diet	194	165
/sports/sport/pro_athletes./sports/pro_sports_played/athlete	195	164
/organization/non_profit_organization/registered_with./organization/non_profit_registration/registering_agency	196	162
/education/university/fraternities_and_sororities	197	162
/location/country/capital	198	160
/location/statistical_region/gdp_real./measurement_unit/adjusted_money_value/adjustment_currency	199	160
/organization/organization_founder/organizations_founded	200	157
/location/location/partially_contains	201	154
/base/popstra/celebrity/breakup./base/popstra/breakup/participant	202	153
/people/ethnicity/geographic_distribution	203	153
/base/americancomedy/celebrity_impressionist/celebrities_impersonated	204	150
/tv/tv_program/program_creator	205	149
/location/statistical_region/gni_per_capita_in_ppp_dollars./measurement_unit/dated_money_value/currency	206	149
/tv/tv_program/tv_producer./tv/tv_producer_term/producer_type	207	147
/medicine/disease/notable_people_with_this_condition	208	145
/people/person/sibling_s./people/sibling_relationship/sibling	209	143
/location/administrative_division/first_level_division_of	210	141
/film/film/dubbing_performances./film/dubbing_performance/actor	211	141
/film/actor/dubbing_performances./film/dubbing_performance/language	212	139
/base/aareas/schema/administrative_area/capital	213	137
/government/politician/government_positions_held./government/government_position_held/basic_title	214	136
/base/locations/continents/countries_within	215	134
/time/event/instance_of_recurring_event	216	134
/organization/organization/place_founded	217	133
/olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal	218	129
/film/film_set_designer/film_sets_designed	219	129
/government/political_party/politicians_in_this_party./government/political_party_tenure/politician	220	128
/ice_hockey/hockey_team/current_roster./sports/sports_team_roster/position	221	128
/broadcast/content/artist	222	127
/sports/sports_position/players./sports/sports_team_roster/position	223	125
/people/profession/specialization_of	224	125
/user/alexander/philosophy/philosopher/interests	225	123
/tv/tv_personality/tv_regular_appearances./tv/tv_regular_personal_appearance/program	226	123
/government/governmental_body/members./government/government_position_held/legislative_sessions	227	121
/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office	228	121
/education/university/international_tuition./measurement_unit/dated_money_value/currency	229	119
/base/localfood/seasonal_month/produce_available./base/localfood/produce_availability/seasonal_months	230	114
/film/special_film_performance_type/film_performance_type./film/performance/film	231	113
/dataworld/gardening_hint/split_to	232	113
/music/instrument/family	233	109
/film/film/film_art_direction_by	234	108
/base/saturdaynightlive/snl_cast_member/seasons./base/saturdaynightlive/snl_season_tenure/cast_members	235	104
/tv/non_character_role/tv_regular_personal_appearances./tv/tv_regular_personal_appearance/person	236	104
/sports/sports_position/players./american_football/football_historical_roster_position/position_s	237	102
/film/person_or_entity_appearing_in_film/films./film/personal_film_appearance/type_of_appearance	238	45
