# token	id	count	
Hannah	843	294
Council	844	294
Anderson	845	294
Western	846	294
Jordan	847	293
Kennedy	848	292
B	849	292
uniforms	850	292
Adams	851	291
Dark	852	291
Asquith	853	290
BKLYN	854	290
(singer)	855	290
1992	856	289
Indiana	857	289
Brooks	858	288
Bernard	859	288
To	860	288
(U.S.	861	288
Disney	862	288
Saxophone	863	288
Royal	864	288
Dallas	865	287
Midnight	866	287
Marilyn	867	287
Germany	868	287
An	869	287
Jay	870	286
Norman	871	286
Ricky	872	285
Dead	873	285
Randy	874	285
Roy	875	285
Heart	876	285
Hunter	877	284
1999	878	284
(fiction)	879	284
(football	880	284
Bond	881	284
Cambridge	882	284
L	883	284
Ceo	884	284
Baldwin	885	284
Thompson	886	283
Hope	887	283
medical	888	283
X-Men	889	282
Julie	890	282
Great	891	282
Andy	892	282
T.	893	281
Inc	894	281
Pete	895	280
Oakland	896	280
Hudson	897	280
Iceland	898	279
Chief	899	278
season	900	278
Marshall	901	278
song	902	278
Leon	903	277
Indian	904	277
Saint	905	277
Radio	906	277
(2007	907	276
Far	908	276
Foster	909	276
First	910	276
are	911	276
Get	912	276
Lynn	913	275
will	914	275
Antonio	915	275
Ritchie	916	275
Kirsten	917	275
war	918	274
Her	919	274
song)	920	274
March	921	273
Zone	922	273
About	923	273
(1912-49)	924	273
Oxford	925	272
Back	926	272
draft	927	271
Berlin	928	270
Electronics	929	270
Chi-Town	930	270
animated	931	270
Ross	932	269
Randall	933	269
Filmfare	934	269
Third	935	269
hockey)	936	269
Don't	937	268
Spielberg	938	268
J	939	268
Vegas	940	268
Julian	941	268
Hunt	942	267
Broadcasting	943	267
Americans	944	267
FL	945	267
Wars:	946	266
Technology	947	266
Bonnie	948	266
Raymond	949	265
Bobby	950	265
Miami	951	265
Victor	952	265
Tennessee	953	265
track	954	264
athletics	955	264
Alice	956	264
Rocky	957	264
Bluishness	958	264
(New	959	263
Boston	960	263
Fourth	961	263
metal	962	263
Percussion,	963	263
Fields	964	263
Death	965	262
greatest	966	262
York)	967	262
Cold	968	262
Alto	969	261
(pig)	970	261
Accordeon	971	261
Clive	972	261
Classical	973	260
Individual	974	260
Wide	975	260
receivers	976	260
Spy	977	260
M.Sc.	978	260
running	979	259
Johnny	980	259
art	981	259
Roemenië	982	259
Another	983	258
Corporation	984	258
Championship	985	258
president	986	257
5	987	257
Pirates	988	257
Emma	989	257
Mario	990	257
Full	991	257
Kill	992	257
Nfl	993	257
quarterbacks	994	257
Colin	995	257
Game	996	257
Hong	997	257
Bank	998	256
DVD	999	256
Diamond	1000	256
Unitary	1001	256
Dragon	1002	256
Wood	1003	255
Joel	1004	255
king	1005	255
Emilio	1006	255
Terminator	1007	254
Dean	1008	254
Rachel	1009	254
members	1010	254
Illinois	1011	254
Pennsylvania	1012	254
Who	1013	254
Society	1014	254
Four	1015	253
Roth	1016	253
University,	1017	253
Kong	1018	253
Laurence	1019	252
Wolf	1020	252
Econs.	1021	252
Lori	1022	251
Florida	1023	251
Rae	1024	251
jones	1025	251
bid	1026	250
Walk	1027	250
Alabama	1028	250
Super	1029	249
Ron	1030	249
Air	1031	249
Latin	1032	248
Ellen	1033	248
Russell	1034	248
Hard	1035	248
Holly	1036	247
Curtis	1037	247
artium	1038	247
Katherine	1039	247
Jeffrey	1040	247
(television	1041	247
Sex	1042	247
Metal	1043	247
Cooper	1044	246
Willard	1045	246
Network	1046	246
Rich	1047	246
Mrs.	1048	246
Rodríguez	1049	245
At	1050	245
U	1051	245
Vocals	1052	245
1997	1053	245
Thailand	1054	245
Hawk	1055	244
Seth	1056	244
DC	1057	243
Documentary	1058	243
Metro-Goldwyn-Mayer	1059	243
Atlantic	1060	243
linebacker	1061	243
Heather	1062	243
DBE	1063	243
Lennon	1064	243
Walsh	1065	243
Studio	1066	242
not	1067	242
aflect	1068	242
Canada	1069	242
Warren	1070	242
Lituanie	1071	240
British	1072	240
Street	1073	240
pandereta	1074	240
Paris	1075	240
Cars	1076	240
Fine	1077	240
Music,	1078	239
Leo	1079	239
Heavy	1080	239
Kentucky	1081	239
MSA	1082	239
LA	1083	238
Collins	1084	238
Chile	1085	238
Foreign	1086	238
Harvey	1087	238
Toy	1088	237
Double	1089	237
Sax	1090	237
received	1091	237
du	1092	236
pitt	1093	236
US	1094	236
Potter	1095	236
Weinstein	1096	236
knight	1097	236
costume	1098	235
Episode	1099	235
Khan	1100	234
(basketball)	1101	234
Disney's	1102	234
Carl	1103	234
NJ	1104	234
Series)	1105	233
(composer)	1106	233
Hurt	1107	233
(music	1108	233
history	1109	232
Burn	1110	232
Phyllis	1111	231
Burton	1112	231
Downtown	1113	231
zone	1114	231
Warner	1115	231
Barbara	1116	231
(ice	1117	231
Moon	1118	231
Seymour	1119	230
Lake	1120	230
Clevland	1121	230
Ice	1122	230
Form	1123	230
Logos	1124	230
Can	1125	230
Adapted	1126	228
Lewes	1127	228
Earf	1128	228
Kirk	1129	228
short	1130	228
Politics	1131	228
Three	1132	228
Tight	1133	228
Children	1134	228
Pennslyvania	1135	228
composer	1136	228
Central	1137	227
i	1138	227
Soundtrack	1139	227
Tommy	1140	227
Lauren	1141	226
Malcolm	1142	226
Office	1143	226
Slovénie	1144	226
Frances	1145	226
Kristen	1146	226
Wasington,	1147	225
culture	1148	225
Impossible	1149	225
Knows	1150	225
Museum	1151	224
Tracy	1152	224
CBE	1153	224
Jewism	1154	224
blue	1155	223
sound	1156	223
HighGerman	1157	223
Duke	1158	223
Poprock	1159	223
Owens	1160	223
Forest	1161	223
Hammond	1162	223
Bennett	1163	222
Line	1164	222
fight	1165	222
Rhode	1166	222
Die	1167	222
Jonathan	1168	222
Swimmer	1169	222
two	1170	221
Olivia	1171	221
Punk	1172	221
Danny	1173	220
Crotaia	1174	220
Hip-hop	1175	220
Computer	1176	220
Willis	1177	219
Oh	1178	219
Ghost	1179	219
Cheatle	1180	218
13	1181	218
Reddener	1182	218
Got	1183	218
Iowa	1184	217
PA	1185	217
Beach	1186	217
K.	1187	217
las	1188	217
Peruano	1189	217
Leonardo	1190	217
8	1191	216
BIOGRAPHY	1192	216
(character)	1193	216
congress	1194	216
Folk	1195	216
Fortune	1196	216
Ken	1197	215
Kickers	1198	215
Family	1199	215
Tina	1200	214
Service	1201	214
Rhythm-and-Blues	1202	214
Direction	1203	214
A-100	1204	214
Annual	1205	214
(video	1206	213
XXVIII	1207	213
Karl	1208	213
Winona	1209	213
game)	1210	212
nations	1211	212
Wright	1212	212
Twilight	1213	212
Tigers	1214	212
3166-1:CO	1215	211
Towers	1216	211
Management	1217	211
Sunday	1218	211
drums	1219	211
Government	1220	210
Bradley	1221	210
law	1222	210
Allan	1223	210
Administration	1224	210
Prix	1225	209
Roberts	1226	209
Speed	1227	209
Roman	1228	209
Storm	1229	209
King's	1230	209
Batman	1231	209
Elliot	1232	209
Victoria	1233	209
Christine	1234	209
Prime	1235	208
Baby	1236	208
Patricia	1237	207
Mason	1238	207
Dylan	1239	207
images	1240	207
Élise	1241	207
"Cate"	1242	207
Blanchett	1243	207
Laboratory	1244	207
R	1245	207
On-Screen	1246	206
Ireland	1247	206
Ledger	1248	206
Page	1249	205
Branagh	1250	205
500	1251	205
Alison	1252	205
Cameron	1253	204
(Band)	1254	204
Rick	1255	204
Hard-rock	1256	204
(2002)	1257	204
Guy	1258	203
Sherlock	1259	203
thrillers	1260	203
Earth	1261	203
conferences	1262	202
Grand	1263	202
Nixon	1264	202
Le	1265	202
Las	1266	202
DreamWorks	1267	202
SKG,	1268	202
thriller	1269	201
ca	1270	201
Philip	1271	201
Let	1272	201
miniseries	1273	201
Aaron	1274	201
Shannon	1275	201
Publications	1276	200
green	1277	200
Lorraine	1278	200
(1960	1279	200
Wind	1280	200
Shirley	1281	200
Horowitz	1282	200
Hughes	1283	200
(1956	1284	199
Ford	1285	199
Climate	1286	199
Banda	1287	199
Mwale	1288	199
Ciccone	1289	199
Lies	1290	199
Ultimately	1291	199
(album)	1292	199
Medal	1293	198
Barefoot	1294	198
Coffin	1295	198
corner	1296	198
Couple	1297	198
Culture	1298	198
Italian	1299	198
Vibist	1300	198
India	1301	198
Fantastic	1302	197
Superscope	1303	197
235	1304	197
Capital	1305	197
Shutdown	1306	197
cornerback	1307	197
Eve	1308	197
Orlando	1309	196
Hundred	1310	196
UKR	1311	196
Demi	1312	196
Moore-Kutcher	1313	196
D`caprio	1314	196
Neil	1315	195
Wayne	1316	195
NBA	1317	195
Stan	1318	194
Miguel	1319	194
Mel	1320	194
Horror	1321	194
Technical	1322	194
Usc	1323	194
dental	1324	194
Real	1325	194
Dick	1326	194
51st	1327	194
Todd	1328	193
Orange	1329	193
Doctor	1330	193
(movie	1331	193
Cross,	1332	193
considered	1333	193
Earl	1334	193
fc	1335	193
Kay	1336	193
Kuwait	1337	192
Bates	1338	192
Fire	1339	192
Cameo	1340	192
appearances	1341	192
Lynch	1342	192
Ralph	1343	191
(Movie)	1344	191
Linda	1345	191
/m/0hzc9wc	1346	191
Sampler	1347	191
production)	1348	191
show)	1349	191
(screenwriter)	1350	190
Roll	1351	190
Snow	1352	190
Word	1353	190
Reynolds	1354	190
Spencer	1355	190
America's	1356	190
Benefits	1357	190
Jacob	1358	190
Away	1359	190
wild	1360	190
Diana	1361	189
Amanda	1362	189
clarinet	1363	189
cruise	1364	189
(television)	1365	188
special	1366	188
Bourne	1367	188
Faye	1368	188
Campus	1369	188
story	1370	188
Yo	1371	188
Lap	1372	188
Mcdonald	1373	188
Media	1374	188
Basses	1375	188
Oklahoma	1376	188
Chemical	1377	188
Rambo	1378	188
Hoffmann	1379	187
Ohio	1380	187
Baseball	1381	187
lyre	1382	187
Sheridan	1383	187
Tenor	1384	187
Ted	1385	187
Being	1386	187
Sarah	1387	186
Federal	1388	186
Lion	1389	186
Daniels	1390	186
Hills	1391	185
Hockey	1392	185
(1984	1393	185
Machine	1394	185
Canal	1395	185
Fender-rhodes	1396	185
Fantasy	1397	185
Gene	1398	185
Courtney	1399	184
Lotr	1400	184
fotr	1401	184
Malaysia	1402	184
Computer-science	1403	184
Cross	1404	184
diet	1405	184
(2009)	1406	184
Part	1407	184
Design	1408	184
saxophonist	1409	183
No	1410	183
Kazakhia	1411	183
Stanley	1412	183
rap	1413	183
Mayoral	1414	183
Hal	1415	183
Woman	1416	183
Place	1417	183
Shea	1418	183
35MM	1419	183
Melotrone	1420	183
Oscars	1421	182
Syracuse	1422	182
Circle	1423	182
Blake	1424	182
Golden-yellows	1425	181
جمهورية	1426	181
مصرالعربية	1427	181
bell	1428	181
Irish-Americans	1429	181
institute	1430	181
Mathmatics	1431	181
Other	1432	181
Lindsey	1433	181
Edgar	1434	181
FRPAR	1435	181
Gold	1436	181
Cowboys	1437	180
UT	1438	180
(remake)	1439	180
Knight	1440	180
Curse	1441	180
Jerome	1442	180
circle	1443	180
Drew	1444	180
Safety	1445	180
position)	1446	180
H	1447	180
Villain	1448	180
Out	1449	180
Denton	1450	180
AZ	1451	180
Cox	1452	180
Campbell	1453	179
structure	1454	179
(miniseries)	1455	179
Battle	1456	179
Second	1457	179
Logan	1458	179
Trio	1459	179
Beatty	1460	179
NBC	1461	179
Daily	1462	179
XXVI	1463	179
Beverly	1464	178
S	1465	178
Federation	1466	178
`Ukulele	1467	178
Derek	1468	178
Harward	1469	178
Violoncello	1470	178
Marie	1471	178
Diego	1472	178
Jersey,	1473	178
639:ita	1474	177
Freddy	1475	177
popular	1476	177
family	1477	177
Betty	1478	176
By	1479	176
Mandy	1480	176
Electrical	1481	176
(the	1482	176
Irving	1483	176
Queens	1484	176
Connecticut	1485	175
Featured	1486	175
/m/0l15bq	1487	175
Meet	1488	175
Inglorious	1489	175
Bastards	1490	175
Marvin	1491	175
Kidman	1492	175
Sand	1493	175
novel	1494	175
as	1495	175
Cuba	1496	175
Mitchell	1497	174
Nebula	1498	174
Vibrandoneon	1499	174
Daemon	1500	174
Ca	1501	174
Atheistic	1502	174
Ono	1503	174
Memorial	1504	174
Correll	1505	173
Southern	1506	173
Williams,	1507	173
Towner	1508	173
Niro	1509	173
Women	1510	173
writing	1511	173
Standard	1512	173
Hans	1513	173
Liederkranz	1514	173
republic	1515	173
indonesia	1516	173
Србија	1517	173
side	1518	173
Fat	1519	172
one	1520	172
Pittsburgh	1521	172
actor)	1522	172
Slovakland	1523	172
Nelson	1524	172
(sports)	1525	172
Megan	1526	172
Pakistan	1527	172
Frederick	1528	172
Rockford	1529	172
Timothy	1530	172
la	1531	172
City,	1532	171
that	1533	171
Rest	1534	171
Carol	1535	171
Merril	1536	171
Streep	1537	171
Vampire	1538	171
Blair	1539	171
county	1540	171
As	1541	171
Del	1542	170
state)	1543	170
Prequel,	1544	170
Remake,	1545	170
Rip-off	1546	170
Sequel	1547	170
Space	1548	170
models	1549	170
Guitar/Slide	1550	170
Sunshine	1551	169
Huston	1552	169
Representatives	1553	169
Talk	1554	169
Sweet	1555	169
park	1556	169
Beck	1557	169
Bad	1558	169
(Myocardial	1559	169
Infarction)	1560	169
Europa	1561	168
Row	1562	168
Vancouver	1563	168
Rings:	1564	168
Janney	1565	168
Lohan	1566	168
Theta	1567	168
Myers	1568	168
soccer	1569	167
Maria	1570	167
Munich	1571	167
Living	1572	167
Legend	1573	167
Borough	1574	167
What	1575	167
Children's	1576	167
Raj	1577	167
Payne	1578	167
59th	1579	167
Terrance	1580	167
News	1581	167
Cellular	1582	167
Molecular	1583	167
Nutrition	1584	167
Cook	1585	167
Buckeye	1586	166
Beautiful	1587	166
Perry	1588	166
kelly	1589	166
Internal	1590	166
Revenue	1591	166
(IRS)	1592	166
Fiennes	1593	166
Wonderland	1594	166
Tower	1595	166
A&M	1596	166
Patton	1597	166
Shore	1598	166
Les	1599	166
(1963	1600	165
Eva	1601	165
Virgin	1602	165
Geoffrey	1603	165
Ramón	1604	165
Gerardo	1605	165
Estévez	1606	165
Outstanidng	1607	165
Performnce	1608	165
Gospel	1609	165
Bush	1610	165
Bronze	1611	164
Pirate	1612	164
Jesse	1613	164
E.M.B.A.	1614	164
Demographics	1615	164
Hot	1616	164
Islamic	1617	164
director)	1618	164
c	1619	164
cinematography	1620	164
Marc	1621	164
V	1622	164
sports	1623	164
Research	1624	164
